PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,PARTNERID,PA,1B,2B,3B,HR,RBI,R,SB,BB,IP,BBSP,K,W,ER,HA,HBP,QS,UNDERDOG,PRIZEPICKS,H,PARK,BASES,OUTS,BATK,HRRBI,PC,REFID,FPTS,FPTS/$,FLOOR,CEIL,POWN,SMASH,TOPVAL,TEAMOWN,DIFFERENCE,LEV,OWNERSHIP,RGID
16368,"Jose Ramirez",3400,MIN,3B,CLE,92793,38976,4.62,0.58,0.3,0.12,0.18,0.46,0.5,0.09,0.43,0,0,0,0,0,0,0,0,9.81,9.18,1.18,MIN,2.26,0,0.6222,2.14,,66,11.75,3.46,3.57,29.78,0.0,0.078,0.1426,0.1506,-0.0726,0.9,,16368
1044326,"Josh Naylor",3000,MIN,1B,CLE,92793,79223,4.45,0.61,0.27,0,0.15,0.4,0.41,0.019,0.32,0,0,0,0,0,0,0,0,7.62,7.05,1.03,MIN,1.75,0,0.7417,1.84,,67,9.04,3.01,2.05,24.93,0.0,0.078,0.1426,0.1506,-0.0726,0.9,,1044326
1452778,"Andres Gimenez",2600,MIN,2B,CLE,92793,82617,4.35,0.67,0.23,0.06,0.1,0.38,0.42,0.092,0.4,0,0,0,0,0,0,0,0,8.02,7.49,1.06,MIN,1.71,0,0.9024,1.86,,68,9.54,3.67,3.08,24.12,0.0,0.078,0.1426,0.1506,-0.0726,0.9,,1452778
2039958,"Gabriel Arias",2400,MIN,1B/3B/SS,CLE,92793,102546,4.32,0.54,0.2,0.02,0.1,0.36,0.35,0.024,0.47,0,0,0,0,0,0,0,0,6.98,6.33,0.86,MIN,1.4,0,1.2437,1.57,,69,8.22,3.43,1.97,22.75,0.0,0.078,0.1426,0.1506,-0.0726,0.9,,2039958
3832824,"Will Brennan",2400,MIN,OF,CLE,92793,180095,4.13,0.71,0.2,0.06,0.07,0.35,0.34,0.037,0.26,0,0,0,0,0,0,0,0,6.84,6.41,1.04,MIN,1.57,0,0.6852,1.73,,70,8.04,3.35,0.8,20.89,0.0,0.078,0.1426,0.1506,-0.0726,0.9,,3832824
15860,"Mike Zunino",2300,MIN,C,CLE,92793,37983,3.84,0.26,0.14,0,0.14,0.32,0.24,0.003,0.41,0,0,0,0,0,0,0,0,5.35,4.81,0.54,MIN,1.1,0,1.5864,1.1,,71,6.41,2.79,0.64,20.91,0.0,0.078,0.1426,0.1506,-0.0726,0.9,,15860
538921,"Myles Straw",2500,MIN,OF,CLE,92793,97257,4.01,0.6,0.17,0.05,0.01,0.31,0.28,0.077,0.44,0,0,0,0,0,0,0,0,6.19,5.65,0.83,MIN,1.13,0,0.7838,1.42,,72,7.22,2.89,0.72,20.34,0.0,0.078,0.1426,0.1506,-0.0726,0.9,,538921
11306,"Charlie Blackmon",3300,KCR,OF,COL,92790,13229,4.94,0.9,0.19,0.06,0.09,0.51,0.58,0.014,0.57,0,0,0,0,0,0,0,0,9.1,8.35,1.24,KCR,1.82,0,0.6314,2.33,,73,10.82,3.28,3.33,27.93,5.75,0.0509,0.0606,0.0456,0.0053,6.5,,11306
13551,"Jurickson Profar",2900,KCR,OF,COL,92790,13262,4.7,0.7,0.22,0.03,0.09,0.49,0.53,0.023,0.61,0,0,0,0,0,0,0,0,8.58,7.77,1.04,KCR,1.59,0,0.6205,2.06,,74,10.21,3.52,3.66,25.04,2.89,0.0509,0.0606,0.0456,0.0053,6.5,,13551
37483,"Ryan McMahon",3600,KCR,2B/3B,COL,92790,68514,4.75,0.68,0.2,0,0.15,0.5,0.52,0.013,0.62,0,0,0,0,0,0,0,0,8.63,7.83,1.03,KCR,1.68,0,0.9692,2.05,,75,10.32,2.87,3.5,26.71,3.38,0.0509,0.0606,0.0456,0.0053,6.5,,37483
22662,"Elias Diaz",3000,KCR,C,COL,92790,54307,4.56,0.72,0.2,0.02,0.16,0.5,0.53,0.001,0.42,0,0,0,0,0,0,0,0,8.47,7.86,1.1,KCR,1.82,0,0.7387,2.13,,76,10.2,3.4,3.07,26.48,1.8,0.0509,0.0606,0.0456,0.0053,6.5,,22662
15357,"Randal Grichuk",3200,KCR,OF,COL,92790,13909,4.51,0.75,0.22,0.04,0.19,0.51,0.56,0.008,0.31,0,0,0,0,0,0,0,0,8.82,8.3,1.2,KCR,2.07,0,0.7981,2.27,,77,10.68,3.34,3.36,27.64,3.95,0.0509,0.0606,0.0456,0.0053,6.5,,15357
