Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Sonny Gray,1,P,8100,MIN,HOU,55%,3.56,4.5,0.321,21.6%,4.86,25.2%,3.87,3.73,R,0.276,0.306,0%,3%,0%,24.0,24.0,24.0,24.0,24.0,27.3,3.4,61.0,7.5
Alex Cobb,1,P,8000,SF,KC,67%,3.25,6,0.301,22.6%,2.43,24.5%,3.40,3.05,R,0.300,0.292,1%,1%,0%,26.0,26.0,26.0,26.0,26.0,29.2,3.6,37.0,4.6
MacKenzie Gore,,P,7800,WAS,@COL,48%,5.85,5,0.334,20.8%,3.29,23.6%,4.46,4.42,L,,0.328,-8%,3%,0%,37.0,37.0,37.0,37.0,37.0,21.8,2.8,40.0,5.1
Chris Bassitt,,P,7600,TOR,@LAA,44%,4.81,4.5,0.337,23.0%,5.50,23.3%,3.83,3.85,R,0.311,0.272,-2%,2%,0%,-17.0,-17.0,-17.0,-17.0,-17.0,25.2,3.3,37.0,4.9
Rich Hill,,P,7400,PIT,CWS,46%,4.45,4.5,0.344,23.7%,4.57,22.0%,4.28,4.44,L,0.275,0.329,0%,4%,0%,27.0,27.0,27.0,27.0,27.0,25.4,3.4,-6.0,-0.8
Brad Keller,,P,7200,KC,@SF,33%,4.75,4,0.331,24.6%,6.33,18.2%,4.70,4.46,R,0.328,0.353,3%,1%,0%,26.0,26.0,26.0,26.0,26.0,22.0,3.1,29.0,4.0
Nick Martinez,,P,7000,SD,@ATL,51%,4.71,4.5,0.327,23.4%,5.57,21.0%,4.05,4.04,R,0.318,0.307,-4%,3%,0%,24.0,24.0,24.0,24.0,24.0,24.4,3.5,14.0,2.0
Clarke Schmidt,,P,6800,NYY,@BAL,53%,4.13,4,0.330,20.7%,5.67,23.1%,3.95,4.06,R,0.392,0.252,-1%,3%,0%,16.0,16.0,16.0,16.0,16.0,22.5,3.3,7.0,1.0
Edward Cabrera,,P,6600,MIA,@NYM,40%,4.46,4.5,0.337,19.7%,3.29,24.4%,4.60,4.55,R,0.276,0.354,1%,2%,0%,12.0,12.0,12.0,12.0,12.0,22.7,3.4,14.0,2.1
Ken Waldichuk,0,P,6400,OAK,@TB,28%,4.63,4,0.331,19.7%,7.33,21.4%,4.06,4.43,L,,0.397,1%,0%,0%,11.0,11.0,11.0,11.0,11.0,24.6,3.8,-6.0,-0.9
Madison Bumgarner,,P,6300,ARI,LAD,32%,5.41,4,0.345,24.4%,6.14,17.9%,4.71,4.89,L,0.313,0.347,-5%,0%,0%,3.0,3.0,3.0,3.0,3.0,20.8,3.3,23.0,3.7
Dean Kremer,,P,6100,BAL,NYY,47%,4.37,4.5,0.328,23.8%,4.83,17.7%,4.75,4.84,R,0.328,0.350,-1%,3%,0%,3.0,3.0,3.0,3.0,3.0,22.3,3.7,15.0,2.5
Jared Shuster,,P,6000,ATL,SD,49%,4.79,3.5,0.343,17.9%,4.43,,,,L,,,-2%,4%,0%,5.0,5.0,5.0,5.0,5.0,22.5,3.8,12.0,2.0
Jose Urena,,P,5800,COL,WAS,52%,5.65,3.5,0.299,21.3%,2.43,14.4%,5.08,4.82,R,0.401,0.313,-5%,4%,0%,-5.0,-5.0,-5.0,-5.0,-5.0,17.8,3.1,-1.0,-0.2
