Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
90663-119426,P,Johan,Johan Oviedo,Oviedo,25.77777777777778,9,7600,ARI@PIT,PIT,ARI,,,,,0,P
90663-17121,P,Miles,Miles Mikolas,Mikolas,23,10,7600,LAD@STL,STL,LAD,,,,,,P
90663-70559,P,Mike,Mike Clevinger,Clevinger,24.444444444444443,9,7600,KC@CWS,CWS,KC,,,,,,P
90663-85269,P,Cole,Cole Irvin,Irvin,8.25,5,7600,BAL@TOR,BAL,TOR,,,,,0,P
90663-164511,P,Dylan,Dylan Dodd,Dodd,16.666666666666668,3,7500,SEA@ATL,ATL,SEA,,,,,0,P
90663-79133,P,Matt,Matt Manning,Manning,22,3,7500,DET@WSH,DET,WSH,IL,Foot,,,0,P
90663-135221,P,Cade,Cade Cavalli,Cavalli,10,1,7400,DET@WSH,WSH,DET,IL,Elbow,,,0,P
90663-119299,P,Drey,Drey Jameson,Jameson,15,6,7400,ARI@PIT,ARI,PIT,,,,,0,P
90663-163685,P,JP,JP Sears,Sears,25.555555555555557,9,7400,OAK@HOU,OAK,HOU,,,,,,P
90663-145625,P,Bailey,Bailey Falter,Falter,18,8,7300,CHC@PHI,PHI,CHC,,,,,0,P
90663-135647,P,Ryan,Ryan Pepiot,Pepiot,23.88888888888889,9,7300,LAD@STL,LAD,STL,IL,Oblique,,,,P
90663-162419,P,Matt,Matt Brash,Brash,6.875,24,7300,SEA@ATL,SEA,ATL,,,,,0,P
90663-52190,P,Marco,Marco Gonzales,Gonzales,18.125,8,7300,SEA@ATL,SEA,ATL,,,,,0,P
90663-64488,P,Colin,Colin Rea,Rea,16.428571428571427,7,7300,MIL@TB,MIL,TB,,,,,0,P
90663-97300,P,John,John Means,Means,18,2,7300,BAL@TOR,BAL,TOR,IL,Elbow,,,0,P
90663-79172,P,Luis,Luis Ortiz,Ortiz,6.375,8,7300,CHC@PHI,PHI,CHC,,,,,0,P
90663-161465,P,Ryan,Ryan Feltner,Feltner,19,8,7300,COL@TEX,COL,TEX,IL,Head,,,,P
90663-53398,P,Kyle,Kyle Hendricks,Hendricks,22.25,16,7200,CHC@PHI,CHC,PHI,IL,Shoulder,,,0,P
90663-68517,P,Antonio,Antonio Senzatela,Senzatela,11.5,2,7200,COL@TEX,COL,TEX,IL,Elbow,,,,P
90663-52174,P,Steven,Steven Matz,Matz,21.11111111111111,9,7200,LAD@STL,STL,LAD,,,,,,P
90663-163700,P,Kyle,Kyle Bradish,Bradish,23.714285714285715,8,7200,BAL@TOR,BAL,TOR,,,,,0,P
90663-102333,P,Daniel,Daniel Lynch,Lynch,21.185185185185187,27,7200,KC@CWS,KC,CWS,IL,Shoulder,,,,P
90663-135245,P,Tommy,Tommy Henry,Henry,17.8,5,7100,ARI@PIT,ARI,PIT,,,,,0,P
90663-73880,P,German,German Marquez,Marquez,23.5,4,7100,COL@TEX,COL,TEX,IL,Elbow,,,,P
90663-68483,P,Trevor,Trevor Williams,Williams,20,10,7100,DET@WSH,WSH,DET,,,,,0,P
90663-11327,P,Matt,Matt Bush,Bush,2.888888888888889,10,7100,MIL@TB,MIL,TB,IL,Shoulder,,,0,P
90663-102484,P,Brandon,Brandon Bielak,Bielak,25.25,4,7000,OAK@HOU,HOU,OAK,,,,,,P
90663-82573,P,Alex,Alex Faedo,Faedo,21,3,7000,DET@WSH,DET,WSH,,,,,0,P
90663-17116,P,Jake,Jake Odorizzi,Odorizzi,21.130434782608695,23,7000,COL@TEX,TEX,COL,IL,Shoulder,,,,P
90663-83098,P,Austin,Austin Gomber,Gomber,17.22222222222222,9,7000,COL@TEX,COL,TEX,,,,,,P
90663-185606,P,Gavin,Gavin Stone,Stone,3,1,7000,LAD@STL,LAD,STL,,,,,,P
90663-82630,P,Shane,Shane Baz,Baz,23.333333333333332,6,6900,MIL@TB,TB,MIL,IL,Elbow,,,0,P
90663-80859,P,Paul,Paul Blackburn,Blackburn,24.09090909090909,22,6900,OAK@HOU,OAK,HOU,IL,Finger,,,,P
90663-102344,P,Brady,Brady Singer,Singer,19.88888888888889,10,6900,KC@CWS,KC,CWS,,,,,,P
90663-102574,P,Jake,Jake Woodford,Woodford,13.714285714285714,7,6800,LAD@STL,STL,LAD,IL,Shoulder,,,,P
90663-16961,P,Jameson,Jameson Taillon,Taillon,12.714285714285714,8,6800,CHC@PHI,CHC,PHI,,,,,0,P
90663-82539,P,Jalen,Jalen Beeks,Beeks,5.647058823529412,18,6800,MIL@TB,TB,MIL,,,,Yes,,P
90663-164497,P,Ryne,Ryne Nelson,Nelson,18.22222222222222,9,6800,ARI@PIT,ARI,PIT,,,,,0,P
90663-10978,P,Stephen,Stephen Strasburg,Strasburg,8,1,6800,DET@WSH,WSH,DET,IL,Ribs,,,0,P
90663-68536,P,James,James Kaprielian,Kaprielian,10,7,6800,OAK@HOU,OAK,HOU,,,,Yes,,P
90663-66766,P,Adrian,Adrian Houser,Houser,22,3,6800,MIL@TB,MIL,TB,,,,,0,P
90663-79103,P,Dane,Dane Dunning,Dunning,17.454545454545453,11,6800,COL@TEX,TEX,COL,,,,,,P
90663-163675,P,Noah,Noah Davis,Davis,15.666666666666666,3,6800,COL@TEX,COL,TEX,IL,Elbow,,,,P
90663-65988,P,Zach,Zach Davies,Davies,15.5,2,6700,ARI@PIT,ARI,PIT,IL,Oblique,,,0,P
90663-52172,P,Noah,Noah Syndergaard,Syndergaard,16.77777777777778,9,6700,LAD@STL,LAD,STL,,,,,,P
90663-102297,P,Keegan,Keegan Thompson,Thompson,6.714285714285714,15,6700,CHC@PHI,CHC,PHI,,,,,0,P
90663-82840,P,Yonny,Yonny Chirinos,Chirinos,15,7,6600,MIL@TB,TB,MIL,,,,,0,P
90663-70649,P,Adrian,Adrian Sampson,Sampson,22.666666666666668,21,6600,CHC@PHI,CHC,PHI,IL,Knee,,,0,P
90663-5431,P,Adam,Adam Wainwright,Wainwright,15.666666666666666,3,6600,LAD@STL,STL,LAD,,,,,,P
90663-5522,P,Zack,Zack Greinke,Greinke,19.1,10,6600,KC@CWS,KC,CWS,,,,,,P
90663-12929,P,Jordan,Jordan Lyles,Lyles,16.8,11,6500,KC@CWS,KC,CWS,,,,,,P
90663-161167,P,Glenn,Glenn Otto,Otto,21.925925925925927,27,6500,COL@TEX,TEX,COL,IL,Lat,,,,P
90663-118225,P,Cristopher,Cristopher Sanchez,Sanchez,19,1,6500,CHC@PHI,PHI,CHC,,,,,0,P
90663-102287,P,Kyle,Kyle Muller,Muller,12.666666666666666,9,6400,OAK@HOU,OAK,HOU,,,,,,P
90663-178415,P,Javier,Javier Assad,Assad,10.6,6,6300,CHC@PHI,CHC,PHI,,,,,0,P
90663-165634,P,Ken,Ken Waldichuk,Waldichuk,17.77777777777778,9,6300,OAK@HOU,OAK,HOU,,,,,,P
90663-161675,P,Jonathan,Jonathan Heasley,Heasley,5,1,6300,KC@CWS,KC,CWS,,,,,,P
90663-145610,P,Angel,Angel Zerpa,Zerpa,16,3,6200,KC@CWS,KC,CWS,IL,Shoulder,,,,P
90663-68518,P,Spencer,Spencer Turnbull,Turnbull,13.714285714285714,8,6200,DET@WSH,DET,WSH,IL,Neck,,,0,P
90663-79079,P,Joey,Joey Wentz,Wentz,16,9,6200,DET@WSH,DET,WSH,,,,Yes,,P
90663-179725,P,Luis,Luis Ortiz,Ortiz,10.5,2,6200,ARI@PIT,PIT,ARI,,,,,0,P
90663-169636,P,Beau,Beau Brieske,Brieske,22.333333333333332,15,6200,DET@WSH,DET,WSH,IL,Elbow,,,0,P
90663-163514,P,Adrian,Adrian Martinez,Martinez,8.333333333333334,9,6200,OAK@HOU,OAK,HOU,,,,,,P
90663-102375,P,Luis,Luis Medina,Medina,21.666666666666668,3,6200,OAK@HOU,OAK,HOU,,,,,,P
90663-102543,P,Connor,Connor Seabold,Seabold,10.2,10,6100,COL@TEX,COL,TEX,,,,Yes,,P
90663-82534,P,Bryse,Bryse Wilson,Wilson,9.846153846153847,14,6100,MIL@TB,MIL,TB,,,,,0,P
90663-161450,P,Janson,Janson Junk,Junk,8,1,6100,MIL@TB,MIL,TB,,,,,0,P
90663-135231,P,Jared,Jared Shuster,Shuster,10.666666666666666,4,6000,SEA@ATL,ATL,SEA,,,,Yes,,P
90663-182597,P,Shintaro,Shintaro Fujinami,Fujinami,4.153846153846154,13,6000,OAK@HOU,OAK,HOU,,,,,,P
90663-82631,P,Taylor,Taylor Hearn,Hearn,4.5,4,6000,COL@TEX,TEX,COL,,,,,,P
90663-68485,P,Ryan,Ryan Yarbrough,Yarbrough,7.3,11,6000,KC@CWS,KC,CWS,IL,Head,,,,P
90663-68484,P,Chad,Chad Kuhl,Kuhl,10.2,6,6000,DET@WSH,WSH,DET,,,,,0,P
90663-68490,P,Austin,Austin Voth,Voth,6.666666666666667,17,6000,BAL@TOR,BAL,TOR,,,,,0,P
90663-185701,P,Brandon,Brandon Pfaadt,Pfaadt,12.75,4,6000,ARI@PIT,ARI,PIT,,,,,0,P
90663-102342,P,Michael,Michael Grove,Grove,11.25,4,6000,LAD@STL,LAD,STL,IL,Groin,,,,P
90663-102408,P,Matthew,Matthew Liberatore,Liberatore,39,1,5900,LAD@STL,STL,LAD,,,,,,P
90663-135191,P,Josh,Josh Fleming,Fleming,13.555555555555555,10,5900,MIL@TB,TB,MIL,,,,,0,P
90663-79123,P,Tyler,Tyler Alexander,Alexander,5.923076923076923,14,5900,DET@WSH,DET,WSH,,,,,0,P
90663-79270,P,Cole,Cole Ragans,Ragans,7.583333333333333,12,5900,COL@TEX,TEX,COL,,,,,,P
90663-53608,P,Jose,Jose Urena,Urena,4.4,5,5800,DET@WSH,WSH,DET,,,,,0,P
90663-119336,P,Karl,Karl Kauffmann,Kauffmann,13,1,5800,COL@TEX,COL,TEX,,,,,,P
90663-82603,P,Mitch,Mitch White,White,14.44,25,5800,BAL@TOR,TOR,BAL,IL,Shoulder,,,0,P
90663-38161,P,Chase,Chase Anderson,Anderson,15,3,5800,COL@TEX,COL,TEX,,,,,,P
90663-81490,P,Chris,Chris Flexen,Flexen,8.777777777777779,9,5800,SEA@ATL,SEA,ATL,,,,,0,P
90663-102440,P,Mike,Mike Baumann,Baumann,6.35,21,5700,BAL@TOR,BAL,TOR,,,,,0,P
90663-102455,P,Cory,Cory Abbott,Abbott,7.5,2,5700,DET@WSH,WSH,DET,,,,,0,P
90663-55374,P,Drew,Drew Rucinski,Rucinski,4.5,4,5700,OAK@HOU,OAK,HOU,IL,Illness,,,,P
90663-6311,P,Madison,Madison Bumgarner,Bumgarner,5.75,4,5700,ARI@PIT,ARI,PIT,,,,,0,P
90663-164530,P,Caleb,Caleb Kilian,Kilian,1,1,5700,CHC@PHI,CHC,PHI,,,,,0,P
90663-155315,P,Spenser,Spenser Watkins,Watkins,17.545454545454547,23,5700,BAL@TOR,BAL,TOR,IL,Finger,,,0,P
90663-37014,P,Hyun Jin,Hyun Jin Ryu,Ryu,15.666666666666666,6,5600,BAL@TOR,TOR,BAL,IL,Elbow,,,0,P
90663-80433,P,Dinelson,Dinelson Lamet,Lamet,2.6666666666666665,12,5600,COL@TEX,COL,TEX,IL,Back,,,,P
90663-82546,P,Adbert,Adbert Alzolay,Alzolay,7.176470588235294,18,5600,CHC@PHI,CHC,PHI,,,,,0,P
90663-68528,P,Chase,Chase De Jong,De Jong,2,5,5600,ARI@PIT,PIT,ARI,,,,,0,P
90663-168950,P,Andre,Andre Pallante,Pallante,5.357142857142857,14,5600,LAD@STL,STL,LAD,,,,,,P
90663-171453,P,Max,Max Castillo,Castillo,14.333333333333334,3,5600,KC@CWS,KC,CWS,,,,,,P
90663-118216,P,Tyson,Tyson Miller,Miller,5.666666666666667,3,5600,MIL@TB,MIL,TB,,,,,0,P
90663-163663,P,Calvin,Calvin Faucher,Faucher,5.625,9,5600,MIL@TB,TB,MIL,,,,,0,P
90663-79873,P,Dylan,Dylan Covey,Covey,15,1,5500,CHC@PHI,PHI,CHC,,,,,0,P
90663-81926,P,Andres,Andres Machado,Machado,5.111111111111111,9,5500,DET@WSH,WSH,DET,,,,,0,P
90663-79882,P,Austin,Austin Pruitt,Pruitt,5.625,8,5500,OAK@HOU,OAK,HOU,,,,,,P
90663-161818,P,Dylan,Dylan Coleman,Coleman,0,5,5500,KC@CWS,KC,CWS,,,,,,P
90663-135192,P,Ryan,Ryan Thompson,Thompson,2.8125,17,5500,MIL@TB,TB,MIL,,,,,0,P
90663-161827,P,Seth,Seth Martinez,Martinez,5.933333333333334,15,5500,OAK@HOU,HOU,OAK,,,,,,P
90663-102442,P,Freddy,Freddy Tarnok,Tarnok,5,1,5500,OAK@HOU,OAK,HOU,IL,Shoulder,,,,P
90663-172092,P,Garrett,Garrett Hill,Hill,3.6,6,5500,DET@WSH,DET,WSH,,,,,0,P
90663-79936,P,Mark,Mark Leiter Jr.,Leiter Jr.,7.333333333333333,19,5500,CHC@PHI,CHC,PHI,,,,,0,P
90663-135236,P,Max,Max Kranick,Kranick,13.5,2,5500,ARI@PIT,PIT,ARI,IL,Elbow,,,0,P
90663-135237,P,Nick,Nick Mears,Mears,9,4,5500,COL@TEX,COL,TEX,IL,Oblique,,,,P
90663-102470,P,Rico,Rico Garcia,Garcia,-1,3,5500,OAK@HOU,OAK,HOU,,,,,,P
90663-102487,P,Austin,Austin Cox,Cox,9,1,5500,KC@CWS,KC,CWS,,,,,,P
90663-135253,P,Alex,Alex Vesia,Vesia,3.769230769230769,13,5500,LAD@STL,LAD,STL,,,,,,P
90663-102489,P,Carlos,Carlos Hernandez,Hernandez,6.666666666666667,19,5500,KC@CWS,KC,CWS,,,,Yes,,P
90663-135256,P,Connor,Connor Brogdon,Brogdon,5.761904761904762,21,5500,CHC@PHI,PHI,CHC,,,,,0,P
90663-135262,P,Anthony,Anthony Misiewicz,Misiewicz,4.714285714285714,7,5500,ARI@PIT,ARI,PIT,IL,Calf,,,0,P
90663-82018,P,Victor,Victor Arano,Arano,4.674418604651163,43,5500,DET@WSH,WSH,DET,IL,Shoulder,,,0,P
90663-116839,P,David,David Bednar,Bednar,7.411764705882353,17,5500,ARI@PIT,PIT,ARI,,,,,0,P
90663-73835,P,Ty,Ty Blach,Blach,2.5,6,5500,COL@TEX,COL,TEX,,,,,,P
90663-135273,P,Andre,Andre Jackson,Jackson,7.333333333333333,6,5500,LAD@STL,LAD,STL,,,,,,P
90663-135279,P,Codi,Codi Heuer,Heuer,,,5500,CHC@PHI,CHC,PHI,IL,Elbow,,,0,P
90663-116847,P,Cole,Cole Sulser,Sulser,5.333333333333333,3,5500,ARI@PIT,ARI,PIT,IL,Shoulder,,,0,P
90663-161906,P,Dauri,Dauri Moreta,Moreta,7.944444444444445,18,5500,ARI@PIT,PIT,ARI,,,,,0,P
90663-161907,P,Dylan,Dylan Lee,Lee,5.75,20,5500,SEA@ATL,ATL,SEA,IL,Shoulder,,,0,P
90663-135281,P,Bryan,Bryan Baker,Baker,6.391304347826087,23,5500,BAL@TOR,BAL,TOR,,,,,0,P
90663-102530,P,Spencer,Spencer Howard,Howard,12.8,10,5500,COL@TEX,TEX,COL,IL,Lat,,,,P
90663-135303,P,Jordan,Jordan Weems,Weems,8,2,5500,DET@WSH,WSH,DET,,,,,0,P
90663-116868,P,Gabe,Gabe Speier,Speier,3.5714285714285716,21,5500,SEA@ATL,SEA,ATL,,,,,0,P
90663-102536,P,Nick,Nick Nelson,Nelson,6.729166666666667,48,5500,CHC@PHI,PHI,CHC,DTD,Hamstring,,,0,P
90663-73869,P,Joe,Joe Mantiply,Mantiply,5.875,8,5500,ARI@PIT,ARI,PIT,IL,Hamstring,,,0,P
90663-135309,P,Tyler,Tyler Cyr,Cyr,5.5,2,5500,LAD@STL,LAD,STL,,,,,,P
90663-135312,P,Kyle,Kyle Nelson,Nelson,6.285714285714286,21,5500,ARI@PIT,ARI,PIT,,,,,0,P
90663-102549,P,Andres,Andres Munoz,Munoz,4.75,4,5500,SEA@ATL,SEA,ATL,IL,Shoulder,,,0,P
90663-170135,P,Yennier,Yennier Cano,Cano,8,19,5500,BAL@TOR,BAL,TOR,,,,,0,P
90663-6295,P,Daniel,Daniel Hudson,Hudson,6.28,25,5500,LAD@STL,LAD,STL,IL,Knee,,,,P
90663-102558,P,Gregory,Gregory Santos,Santos,5.857142857142857,21,5500,KC@CWS,CWS,KC,,,,,,P
90663-184482,P,Hobie,Hobie Harris,Harris,3.2666666666666666,16,5500,DET@WSH,WSH,DET,,,,,0,P
90663-80034,P,Jose,Jose Alvarado,Alvarado,8,14,5500,CHC@PHI,PHI,CHC,IL,Elbow,,,0,P
90663-102565,P,Mason,Mason Englert,Englert,6.428571428571429,14,5500,DET@WSH,DET,WSH,,,,,0,P
90663-12453,P,Fernando,Fernando Abad,Abad,-0.3333333333333333,3,5500,COL@TEX,COL,TEX,,,,,,P
90663-102568,P,Colin,Colin Poche,Poche,5.235294117647059,18,5500,MIL@TB,TB,MIL,,,,,0,P
90663-39081,P,Chasen,Chasen Shreve,Shreve,4.823529411764706,17,5500,DET@WSH,DET,WSH,,,,,0,P
90663-145593,P,Carlos,Carlos Vargas,Vargas,5.2,5,5500,ARI@PIT,ARI,PIT,,,,,0,P
