Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Jimmy Nelson (28169535),Jimmy Nelson,28169535,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
SP,Landon Knack (28169547),Landon Knack,28169547,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
RP,Alberto Baldonado (28169567),Alberto Baldonado,28169567,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,0
SP,Braydon Fisher (28169570),Braydon Fisher,28169570,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
RP,Marshall Kasowski (28169574),Marshall Kasowski,28169574,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
RP,Blake Treinen (28169580),Blake Treinen,28169580,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
SP,Mason Thompson (28169586),Mason Thompson,28169586,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,3.63
RP,J.P. Feyereisen (28169591),J.P. Feyereisen,28169591,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
RP,Shelby Miller (28169593),Shelby Miller,28169593,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,3.72
RP,Tanner Rainey (28169601),Tanner Rainey,28169601,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,0
RP,Hunter Harvey (28169610),Hunter Harvey,28169610,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,3.84
RP,Caleb Ferguson (28169622),Caleb Ferguson,28169622,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,3.60
RP,Kyle Finnegan (28169629),Kyle Finnegan,28169629,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,2.49
RP,Yency Almonte (28169633),Yency Almonte,28169633,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,1.95
RP,Hobie Harris (28169649),Hobie Harris,28169649,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,1.12
RP,Daniel Hudson (28169653),Daniel Hudson,28169653,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
RP,Andres Machado (28169655),Andres Machado,28169655,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,1.51
RP,Brusdar Graterol (28169664),Brusdar Graterol,28169664,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,2.92
RP,Alex Vesia (28169676),Alex Vesia,28169676,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,1.07
RP,Jordan Weems (28169681),Jordan Weems,28169681,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,4.72
RP,Justin Bruihl (28169693),Justin Bruihl,28169693,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,2.64
RP,Anthony Banda (28169694),Anthony Banda,28169694,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,0.88
RP,Phil Bickford (28169699),Phil Bickford,28169699,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,3.16
RP,Wander Suero (28169705),Wander Suero,28169705,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,3.05
SP,Thaddeus Ward (28169729),Thaddeus Ward,28169729,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,3.42
RP,Victor Gonzalez (28169730),Victor Gonzalez,28169730,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,3.39
RP,Jake Reed (28169736),Jake Reed,28169736,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,-12.1
RP,Evan Phillips (28169737),Evan Phillips,28169737,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,3.91
RP,Erasmo Ramirez (28169742),Erasmo Ramirez,28169742,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,1.70
RP,Andre Jackson (28169743),Andre Jackson,28169743,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,3.3
SP,Anthony Castro (28169746),Anthony Castro,28169746,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,0
RP,Carl Edwards Jr. (28169749),Carl Edwards Jr.,28169749,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,2.24
RP,Robbie Erlin (28169750),Robbie Erlin,28169750,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
RP,Tyler Cyr (28169758),Tyler Cyr,28169758,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,3.58
RP,Tayler Scott (28169759),Tayler Scott,28169759,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
RP,Adam Kolarek (28169761),Adam Kolarek,28169761,P,4000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
RP,Victor Arano (28169772),Victor Arano,28169772,P,4000,WAS@LAD 05/31/2023 04:10PM ET,WAS,0
RP,Colin Selby (28169466),Colin Selby,28169466,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
SP,Travis MacGregor (28169473),Travis MacGregor,28169473,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Eli Villalobos (28169479),Eli Villalobos,28169479,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Cam Alldred (28169484),Cam Alldred,28169484,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Erik Miller (28169485),Erik Miller,28169485,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
SP,Mike Burrows (28169498),Mike Burrows,28169498,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Nick Avila (28169501),Nick Avila,28169501,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
SP,Melvin Adon (28169502),Melvin Adon,28169502,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
SP,Keaton Winn (28169505),Keaton Winn,28169505,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
RP,Daniel Tillo (28169506),Daniel Tillo,28169506,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
RP,Nate Webb (28169508),Nate Webb,28169508,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
SP,Eddy Yean (28169510),Eddy Yean,28169510,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Jose Cruz (28169513),Jose Cruz,28169513,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
RP,Daniel Zamora (28169521),Daniel Zamora,28169521,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
SP,Quinn Priester (28169522),Quinn Priester,28169522,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
SP,Carmen Mlodzinski (28169526),Carmen Mlodzinski,28169526,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Sam Delaplane (28169527),Sam Delaplane,28169527,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
SP,Kyle Harrison (28169529),Kyle Harrison,28169529,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
RP,Wei-Chieh Huang (28169534),Wei-Chieh Huang,28169534,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
SP,Jared Jones (28169539),Jared Jones,28169539,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Nick Duron (28169544),Nick Duron,28169544,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
SP,Angel Perdomo (28169545),Angel Perdomo,28169545,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
SP,Drew Strotman (28169549),Drew Strotman,28169549,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
RP,Luke Jackson (28169558),Luke Jackson,28169558,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
RP,Randy Rodriguez (28169565),Randy Rodriguez,28169565,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
RP,Tyler Chatwood (28169566),Tyler Chatwood,28169566,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
SP,Kade McClure (28169568),Kade McClure,28169568,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
SP,Jorge Guzman (28169569),Jorge Guzman,28169569,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
RP,Braeden Ogle (28169573),Braeden Ogle,28169573,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Jarlin Garcia (28169576),Jarlin Garcia,28169576,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Ryan Walker (28169587),Ryan Walker,28169587,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,5.71
SP,Cody Bolton (28169590),Cody Bolton,28169590,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,-2.29
RP,Cole Waites (28169592),Cole Waites,28169592,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,-1.18
RP,Yerry De Los Santos (28169597),Yerry De Los Santos,28169597,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Sean Hjelle (28169603),Sean Hjelle,28169603,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,1.62
SP,Wil Crowe (28169605),Wil Crowe,28169605,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,3.67
RP,Colin Holderman (28169611),Colin Holderman,28169611,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,3.53
SP,Tristan Beck (28169626),Tristan Beck,28169626,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,6.46
RP,Juan Minaya (28169628),Juan Minaya,28169628,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Camilo Doval (28169630),Camilo Doval,28169630,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,4.24
RP,Miguel Yajure (28169652),Miguel Yajure,28169652,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
SP,Max Kranick (28169660),Max Kranick,28169660,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,0
RP,Scott Alexander (28169665),Scott Alexander,28169665,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,2.34
RP,Jose Hernandez (28169674),Jose Hernandez,28169674,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,3.74
RP,Mauricio Llovera (28169691),Mauricio Llovera,28169691,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,0
RP,Rob Zastryzny (28169695),Rob Zastryzny,28169695,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,1.51
RP,Robert Stephenson (28169700),Robert Stephenson,28169700,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,1.84
RP,Tyler Rogers (28169701),Tyler Rogers,28169701,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,3.33
RP,Taylor Rogers (28169707),Taylor Rogers,28169707,P,4000,PIT@SF 05/31/2023 03:45PM ET,SF,2.49
RP,David Bednar (28169735),David Bednar,28169735,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,4.58
RP,Yohan Ramirez (28169740),Yohan Ramirez,28169740,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,5.46
RP,Duane Underwood Jr. (28169745),Duane Underwood Jr.,28169745,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,1.89
RP,Dauri Moreta (28169756),Dauri Moreta,28169756,P,4000,PIT@SF 05/31/2023 03:45PM ET,PIT,5.05
2B,Andres Gimenez (28168817),Andres Gimenez,28168817,2B,3900,CLE@BAL 05/31/2023 03:05PM ET,CLE,5.88
C,Yasmani Grandal (28168820),Yasmani Grandal,28168820,C,3900,LAA@CWS 05/31/2023 02:10PM ET,CWS,5.58
OF,Eloy Jimenez (28168826),Eloy Jimenez,28168826,OF,3900,LAA@CWS 05/31/2023 02:10PM ET,CWS,8
3B,Patrick Wisdom (28168818),Patrick Wisdom,28168818,3B,3900,TB@CHC 05/31/2023 02:20PM ET,CHC,8.06
OF,Austin Hays (28168821),Austin Hays,28168821,OF,3800,CLE@BAL 05/31/2023 03:05PM ET,BAL,7.54
SS,Orlando Arcia (28168825),Orlando Arcia,28168825,SS,3800,ATL@OAK 05/31/2023 03:37PM ET,ATL,6.74
OF,Andrew Benintendi (28168824),Andrew Benintendi,28168824,OF,3800,LAA@CWS 05/31/2023 02:10PM ET,CWS,6.36
C,Christian Bethancourt (28168828),Christian Bethancourt,28168828,C,3800,TB@CHC 05/31/2023 02:20PM ET,TB,6.46
1B,Harold Ramirez (28168830),Harold Ramirez,28168830,1B,3800,TB@CHC 05/31/2023 02:20PM ET,TB,7.56
3B,Jeimer Candelario (28168822),Jeimer Candelario,28168822,3B,3800,WAS@LAD 05/31/2023 04:10PM ET,WAS,7.15
OF,James Outman (28168823),James Outman,28168823,OF,3800,WAS@LAD 05/31/2023 04:10PM ET,LAD,7.47
OF,Michael Conforto (28168819),Michael Conforto,28168819,OF,3800,PIT@SF 05/31/2023 03:45PM ET,SF,7.98
SS,Amed Rosario (28168831),Amed Rosario,28168831,SS,3700,CLE@BAL 05/31/2023 03:05PM ET,CLE,6.71
1B,Andrew Vaughn (28168840),Andrew Vaughn,28168840,1B,3700,LAA@CWS 05/31/2023 02:10PM ET,CWS,7.67
3B,Isaac Paredes (28168829),Isaac Paredes,28168829,3B,3700,TB@CHC 05/31/2023 02:20PM ET,TB,7.56
C,Dom Nunez (28168984),Dom Nunez,28168984,C,3700,TB@CHC 05/31/2023 02:20PM ET,CHC,0
OF,Mike Yastrzemski (28168827),Mike Yastrzemski,28168827,OF,3700,PIT@SF 05/31/2023 03:45PM ET,SF,7.30
3B,Gunnar Henderson (28168832),Gunnar Henderson,28168832,3B,3600,CLE@BAL 05/31/2023 03:05PM ET,BAL,6.16
1B/OF,Luke Raley (28168838),Luke Raley,28168838,1B/OF,3600,TB@CHC 05/31/2023 02:20PM ET,TB,7.61
2B/SS,Rodolfo Castro (28168833),Rodolfo Castro,28168833,2B/SS,3600,PIT@SF 05/31/2023 03:45PM ET,PIT,5.14
C/OF,Blake Sabol (28168835),Blake Sabol,28168835,C/OF,3600,PIT@SF 05/31/2023 03:45PM ET,SF,6.18
1B,Josh Naylor (28168847),Josh Naylor,28168847,1B,3500,CLE@BAL 05/31/2023 03:05PM ET,CLE,6.64
OF,Mickey Moniak (28168841),Mickey Moniak,28168841,OF,3500,LAA@CWS 05/31/2023 02:10PM ET,LAA,9.31
C,Keibert Ruiz (28168837),Keibert Ruiz,28168837,C,3500,WAS@LAD 05/31/2023 04:10PM ET,WAS,5.87
OF,Connor Joe (28168842),Connor Joe,28168842,OF,3500,PIT@SF 05/31/2023 03:45PM ET,PIT,6.94
OF,Leody Taveras (28168846),Leody Taveras,28168846,OF,3400,TEX@DET 05/31/2023 01:10PM ET,TEX,7.73
SS,Vaughn Grissom (28168987),Vaughn Grissom,28168987,SS,3400,ATL@OAK 05/31/2023 03:37PM ET,ATL,4.74
OF,Taylor Ward (28168843),Taylor Ward,28168843,OF,3400,LAA@CWS 05/31/2023 02:10PM ET,LAA,6.10
1B,Joey Meneses (28168844),Joey Meneses,28168844,1B,3400,WAS@LAD 05/31/2023 04:10PM ET,WAS,6.88
OF,Jack Suwinski (28168845),Jack Suwinski,28168845,OF,3400,PIT@SF 05/31/2023 03:45PM ET,PIT,8.04
OF,Austin Meadows (28168985),Austin Meadows,28168985,OF,3300,TEX@DET 05/31/2023 01:10PM ET,DET,3.5
OF,Brent Rooker (28168849),Brent Rooker,28168849,OF,3300,ATL@OAK 05/31/2023 03:37PM ET,OAK,8.06
SS,Livan Soto (28168848),Livan Soto,28168848,SS,3300,LAA@CWS 05/31/2023 02:10PM ET,LAA,4.5
3B,Anthony Rendon (28168986),Anthony Rendon,28168986,3B,3300,LAA@CWS 05/31/2023 02:10PM ET,LAA,8.07
C/OF,Eric Haase (28168851),Eric Haase,28168851,C/OF,3200,TEX@DET 05/31/2023 01:10PM ET,DET,4.95
OF,Robbie Grossman (28168856),Robbie Grossman,28168856,OF,3200,TEX@DET 05/31/2023 01:10PM ET,TEX,7.21
OF,Esteury Ruiz (28168850),Esteury Ruiz,28168850,OF,3200,ATL@OAK 05/31/2023 03:37PM ET,OAK,8.80
OF,Seth Brown (28168855),Seth Brown,28168855,OF,3200,ATL@OAK 05/31/2023 03:37PM ET,OAK,6.12
3B,Jake Burger (28168853),Jake Burger,28168853,3B,3200,LAA@CWS 05/31/2023 02:10PM ET,CWS,7.62
1B,LaMonte Wade Jr. (28168854),LaMonte Wade Jr.,28168854,1B,3200,PIT@SF 05/31/2023 03:45PM ET,SF,6.81
OF,Travis Jankowski (28168857),Travis Jankowski,28168857,OF,3100,TEX@DET 05/31/2023 01:10PM ET,TEX,6.57
OF,Michael Harris II (28168861),Michael Harris II,28168861,OF,3100,ATL@OAK 05/31/2023 03:37PM ET,ATL,5.09
C,Chad Wallach (28168864),Chad Wallach,28168864,C,3100,LAA@CWS 05/31/2023 02:10PM ET,LAA,4.86
OF,Jose Siri (28168860),Jose Siri,28168860,OF,3100,TB@CHC 05/31/2023 02:20PM ET,TB,8.84
2B,Miguel Vargas (28168866),Miguel Vargas,28168866,2B,3100,WAS@LAD 05/31/2023 04:10PM ET,LAD,6.88
3B/SS,Casey Schmitt (28168858),Casey Schmitt,28168858,3B/SS,3100,PIT@SF 05/31/2023 03:45PM ET,SF,8.10
OF,Kerry Carpenter (28168988),Kerry Carpenter,28168988,OF,3000,TEX@DET 05/31/2023 01:10PM ET,DET,6.35
SS,Ezequiel Duran (28168989),Ezequiel Duran,28168989,SS,3000,TEX@DET 05/31/2023 01:10PM ET,TEX,7.58
OF,Stone Garrett (28168867),Stone Garrett,28168867,OF,3000,WAS@LAD 05/31/2023 04:10PM ET,WAS,5.82
C,Patrick Mazeika (28168991),Patrick Mazeika,28168991,C,3000,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
2B,Ji Hwan Bae (28168865),Ji Hwan Bae,28168865,2B,3000,PIT@SF 05/31/2023 03:45PM ET,PIT,6.24
2B/3B,Ramon Urias (28168862),Ramon Urias,28168862,2B/3B,2900,CLE@BAL 05/31/2023 03:05PM ET,BAL,6.11
C,Jake Rogers (28168871),Jake Rogers,28168871,C,2900,TEX@DET 05/31/2023 01:10PM ET,DET,4.89
OF,Marcell Ozuna (28168872),Marcell Ozuna,28168872,OF,2900,ATL@OAK 05/31/2023 03:37PM ET,ATL,7.34
C,Yan Gomes (28168869),Yan Gomes,28168869,C,2900,TB@CHC 05/31/2023 02:20PM ET,CHC,7
C,Riley Adams (28168870),Riley Adams,28168870,C,2900,WAS@LAD 05/31/2023 04:10PM ET,WAS,8.3
1B,Carlos Santana (28168868),Carlos Santana,28168868,1B,2900,PIT@SF 05/31/2023 03:45PM ET,PIT,6.82
OF,Miguel Andujar (28168990),Miguel Andujar,28168990,OF,2900,PIT@SF 05/31/2023 03:45PM ET,PIT,3.92
C,Mike Zunino (28168880),Mike Zunino,28168880,C,2800,CLE@BAL 05/31/2023 03:05PM ET,CLE,4.66
C,Shea Langeliers (28168873),Shea Langeliers,28168873,C,2800,ATL@OAK 05/31/2023 03:37PM ET,OAK,6.12
1B,Ryan Noda (28168883),Ryan Noda,28168883,1B,2800,ATL@OAK 05/31/2023 03:37PM ET,OAK,6.62
3B,Gio Urshela (28168876),Gio Urshela,28168876,3B,2800,LAA@CWS 05/31/2023 02:10PM ET,LAA,6.17
C,Max Stassi (28168992),Max Stassi,28168992,C,2800,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
2B/SS,Elvis Andrus (28168995),Elvis Andrus,28168995,2B/SS,2800,LAA@CWS 05/31/2023 02:10PM ET,CWS,5.10
SS,CJ Abrams (28168877),CJ Abrams,28168877,SS,2800,WAS@LAD 05/31/2023 04:10PM ET,WAS,6.59
3B/SS,Chris Taylor (28168878),Chris Taylor,28168878,3B/SS,2800,WAS@LAD 05/31/2023 04:10PM ET,LAD,6.46
2B/SS,Gavin Lux (28168993),Gavin Lux,28168993,2B/SS,2800,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
OF,Mitch Haniger (28168874),Mitch Haniger,28168874,OF,2800,PIT@SF 05/31/2023 03:45PM ET,SF,7.03
C,Jason Delay (28168875),Jason Delay,28168875,C,2800,PIT@SF 05/31/2023 03:45PM ET,PIT,4.64
3B/OF,Gabriel Arias (28168888),Gabriel Arias,28168888,3B/OF,2700,CLE@BAL 05/31/2023 03:05PM ET,CLE,3.23
1B,Spencer Torkelson (28168881),Spencer Torkelson,28168881,1B,2700,TEX@DET 05/31/2023 01:10PM ET,DET,6.46
SS,Zach Neto (28168885),Zach Neto,28168885,SS,2700,LAA@CWS 05/31/2023 02:10PM ET,LAA,6.14
1B/OF,Gavin Sheets (28168886),Gavin Sheets,28168886,1B/OF,2700,LAA@CWS 05/31/2023 02:10PM ET,CWS,5.80
OF,Austin Slater (28168882),Austin Slater,28168882,OF,2700,PIT@SF 05/31/2023 03:45PM ET,SF,7.7
2B,Mark Mathias (28168997),Mark Mathias,28168997,2B,2700,PIT@SF 05/31/2023 03:45PM ET,PIT,4.53
2B,Adam Frazier (28168884),Adam Frazier,28168884,2B,2600,CLE@BAL 05/31/2023 03:05PM ET,BAL,6.65
C,Francisco Mejia (28168892),Francisco Mejia,28168892,C,2600,TB@CHC 05/31/2023 02:20PM ET,TB,4.52
OF,Nelson Velazquez (28168998),Nelson Velazquez,28168998,OF,2600,TB@CHC 05/31/2023 02:20PM ET,CHC,6.15
OF/SS,Ildemaro Vargas (28168893),Ildemaro Vargas,28168893,SS/OF,2600,WAS@LAD 05/31/2023 04:10PM ET,WAS,5.29
1B/3B,Wilmer Flores (28168890),Wilmer Flores,28168890,1B/3B,2600,PIT@SF 05/31/2023 03:45PM ET,SF,5.34
OF,Akil Baddoo (28168897),Akil Baddoo,28168897,OF,2500,TEX@DET 05/31/2023 01:10PM ET,DET,6.12
OF,JJ Bleday (28168900),JJ Bleday,28168900,OF,2500,ATL@OAK 05/31/2023 03:37PM ET,OAK,5.19
OF,Ramon Laureano (28168901),Ramon Laureano,28168901,OF,2500,ATL@OAK 05/31/2023 03:37PM ET,OAK,6.22
OF,Eddie Rosario (28168904),Eddie Rosario,28168904,OF,2500,ATL@OAK 05/31/2023 03:37PM ET,ATL,5.60
2B/3B,Luis Rengifo (28168898),Luis Rengifo,28168898,2B/3B,2500,LAA@CWS 05/31/2023 02:10PM ET,LAA,4.83
2B/3B,Hanser Alberto (28168902),Hanser Alberto,28168902,2B/3B,2500,LAA@CWS 05/31/2023 02:10PM ET,CWS,4.83
OF,Jo Adell (28168999),Jo Adell,28168999,OF,2500,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
OF,Stephen Piscotty (28169007),Stephen Piscotty,28169007,OF,2500,LAA@CWS 05/31/2023 02:10PM ET,CWS,0
C,Rene Pinto (28169001),Rene Pinto,28169001,C,2500,TB@CHC 05/31/2023 02:20PM ET,TB,0
1B/3B,David Bote (28169004),David Bote,28169004,1B/3B,2500,TB@CHC 05/31/2023 02:20PM ET,CHC,0
2B/3B,Michael Busch (28169002),Michael Busch,28169002,2B/3B,2500,WAS@LAD 05/31/2023 04:10PM ET,LAD,5.57
OF,Bradley Zimmer (28169006),Bradley Zimmer,28169006,OF,2500,WAS@LAD 05/31/2023 04:10PM ET,LAD,0
SS,Lucius Fox (28169016),Lucius Fox,28169016,SS,2500,WAS@LAD 05/31/2023 04:10PM ET,WAS,0
2B/3B,David Villar (28168895),David Villar,28168895,2B/3B,2500,PIT@SF 05/31/2023 03:45PM ET,SF,4.44
OF,Matt Beaty (28169000),Matt Beaty,28169000,OF,2500,PIT@SF 05/31/2023 03:45PM ET,SF,1.75
1B,Josh Bell (28168916),Josh Bell,28168916,1B,2400,CLE@BAL 05/31/2023 03:05PM ET,CLE,5.55
2B/3B,Joey Ortiz (28169011),Joey Ortiz,28169011,2B/3B,2400,CLE@BAL 05/31/2023 03:05PM ET,BAL,3.54
OF,Daz Cameron (28169014),Daz Cameron,28169014,OF,2400,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
OF,Oscar Gonzalez (28169017),Oscar Gonzalez,28169017,OF,2400,CLE@BAL 05/31/2023 03:05PM ET,CLE,3.28
C,Bryan Lavastida (28169018),Bryan Lavastida,28169018,C,2400,CLE@BAL 05/31/2023 03:05PM ET,CLE,0
2B/3B,Andy Ibanez (28168907),Andy Ibanez,28168907,2B/3B,2400,TEX@DET 05/31/2023 01:10PM ET,DET,3.96
2B/SS,Brad Miller (28168910),Brad Miller,28168910,2B/SS,2400,TEX@DET 05/31/2023 01:10PM ET,TEX,3.59
C,Sam Huff (28169008),Sam Huff,28169008,C,2400,TEX@DET 05/31/2023 01:10PM ET,TEX,2
C,Carlos Perez (28168912),Carlos Perez,28168912,C,2400,ATL@OAK 05/31/2023 03:37PM ET,OAK,4.68
C,Manny Pina (28169010),Manny Pina,28169010,C,2400,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
1B,Jesus Aguilar (28169013),Jesus Aguilar,28169013,1B,2400,ATL@OAK 05/31/2023 03:37PM ET,OAK,4.44
C,Matt Thaiss (28168905),Matt Thaiss,28168905,C,2400,LAA@CWS 05/31/2023 02:10PM ET,LAA,5.38
C,Seby Zavala (28168914),Seby Zavala,28168914,C,2400,LAA@CWS 05/31/2023 02:10PM ET,CWS,2.76
2B,Romy Gonzalez (28168920),Romy Gonzalez,28168920,2B,2400,LAA@CWS 05/31/2023 02:10PM ET,CWS,4.48
OF,Mike Tauchman (28168913),Mike Tauchman,28168913,OF,2400,TB@CHC 05/31/2023 02:20PM ET,CHC,5.73
OF,Manuel Margot (28168915),Manuel Margot,28168915,OF,2400,TB@CHC 05/31/2023 02:20PM ET,TB,5.58
3B/OF,Miles Mastrobuoni (28168918),Miles Mastrobuoni,28168918,3B/OF,2400,TB@CHC 05/31/2023 02:20PM ET,CHC,2.96
OF,Corey Dickerson (28168906),Corey Dickerson,28168906,OF,2400,WAS@LAD 05/31/2023 04:10PM ET,WAS,7
OF,Jason Heyward (28168917),Jason Heyward,28168917,OF,2400,WAS@LAD 05/31/2023 04:10PM ET,LAD,5.64
OF,Victor Robles (28169015),Victor Robles,28169015,OF,2400,WAS@LAD 05/31/2023 04:10PM ET,WAS,6.48
C,Austin Hedges (28168909),Austin Hedges,28168909,C,2400,PIT@SF 05/31/2023 03:45PM ET,PIT,3.32
OF,Canaan Smith-Njigba (28169009),Canaan Smith-Njigba,28169009,OF,2400,PIT@SF 05/31/2023 03:45PM ET,PIT,3.43
2B/3B,Tyler Freeman (28168930),Tyler Freeman,28168930,2B/3B,2300,CLE@BAL 05/31/2023 03:05PM ET,CLE,3.33
OF,Josh Smith (28168921),Josh Smith,28168921,OF,2300,TEX@DET 05/31/2023 01:10PM ET,TEX,4.62
OF,Matt Vierling (28168927),Matt Vierling,28168927,OF,2300,TEX@DET 05/31/2023 01:10PM ET,DET,5.67
3B/SS,Aledmys Diaz (28168928),Aledmys Diaz,28168928,3B/SS,2300,ATL@OAK 05/31/2023 03:37PM ET,OAK,3.84
2B,Jordan Diaz (28169020),Jordan Diaz,28169020,2B,2300,ATL@OAK 05/31/2023 03:37PM ET,OAK,4.54
SS,Andrew Velazquez (28169019),Andrew Velazquez,28169019,SS,2300,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
OF,Oscar Colas (28169026),Oscar Colas,28169026,OF,2300,LAA@CWS 05/31/2023 02:10PM ET,CWS,4.44
2B/OF,Vidal Brujan (28169021),Vidal Brujan,28169021,2B/OF,2300,TB@CHC 05/31/2023 02:20PM ET,TB,3
1B,Eric Hosmer (28169025),Eric Hosmer,28169025,1B,2300,TB@CHC 05/31/2023 02:20PM ET,CHC,4.52
OF,David Peralta (28168926),David Peralta,28168926,OF,2300,WAS@LAD 05/31/2023 04:10PM ET,LAD,4.29
