Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
90623-83157,P,Ranger,Ranger Suarez,Suarez,10.5,2,8600,CHC@PHI,PHI,CHC,,,,,,P
90623-119329,P,Nick,Nick Lodolo,Lodolo,26.857142857142858,7,8600,NYY@CIN,CIN,NYY,IL,Lower leg,,,,P
90623-72265,P,Matt,Matt Strahm,Strahm,21.9,10,8600,CHC@PHI,PHI,CHC,,,,,,P
90623-82599,P,Edward,Edward Cabrera,Cabrera,26.555555555555557,10,8600,MIA@SF,MIA,SF,DTD,Finger,,,,P
90623-165599,P,Eury,Eury Perez,Perez,32.5,2,8500,MIA@SF,MIA,SF,,,,,,P
90623-11328,P,Martin,Martin Perez,Perez,26.444444444444443,9,8400,COL@TEX,TEX,COL,,,,,,P
90623-12972,P,Wade,Wade Miley,Miley,22.5,9,8400,MIL@TB,MIL,TB,IL,Lat,,,,P
90623-82618,P,David,David Peterson,Peterson,19.125,9,8400,CLE@NYM,NYM,CLE,,,,,,P
90623-102515,P,Aaron,Aaron Ashby,Ashby,20.925925925925927,27,8300,MIL@TB,MIL,TB,IL,Shoulder,,,,P
90623-79226,P,Eric,Eric Lauer,Lauer,26,9,8300,MIL@TB,MIL,TB,,,,,,P
90623-82636,P,Joey,Joey Lucchesi,Lucchesi,19,5,8300,CLE@NYM,NYM,CLE,,,,,,P
90623-82775,P,Nestor,Nestor Cortes,Cortes,26.77777777777778,10,8300,NYY@CIN,NYY,CIN,,,,,,P
90623-102684,P,Jake,Jake Irvin,Irvin,19,4,8200,DET@WSH,WSH,DET,,,,,,P
90623-65987,P,Domingo,Domingo German,German,27.88888888888889,10,8200,NYY@CIN,NYY,CIN,NA,Suspension,,,,P
90623-21099,P,Jose,Jose Quintana,Quintana,25.545454545454547,33,8200,CLE@NYM,NYM,CLE,IL,Ribs,,,,P
90623-118397,P,Trevor,Trevor Megill,Megill,9,1,8200,MIL@TB,MIL,TB,,,,,,P
90623-119391,P,Roansy,Roansy Contreras,Contreras,24.875,8,8100,ARI@PIT,PIT,ARI,,,,,,P
90623-165520,P,Peyton,Peyton Battenfield,Battenfield,19,7,8100,CLE@NYM,CLE,NYM,IL,Shoulder,,,,P
90623-110822,P,Jose,Jose Urquidy,Urquidy,20,6,8000,OAK@HOU,HOU,OAK,IL,Shoulder,,,,P
90623-5498,P,Johnny,Johnny Cueto,Cueto,-9,2,8000,MIA@SF,MIA,SF,IL,Biceps,,,,P
90623-52728,P,Michael,Michael Lorenzen,Lorenzen,27.5,6,8000,DET@WSH,DET,WSH,,,,,,P
90623-21097,P,Taijuan,Taijuan Walker,Walker,20.555555555555557,9,8000,CHC@PHI,PHI,CHC,,,,,,P
90623-63781,P,Frankie,Frankie Montas,Montas,26.321428571428573,28,7900,NYY@CIN,NYY,CIN,IL,Shoulder,,,,P
90623-119340,P,Tarik,Tarik Skubal,Skubal,30.857142857142858,21,7900,DET@WSH,DET,WSH,IL,Elbow,,,,P
90623-63136,P,Matthew,Matthew Boyd,Boyd,19.5,9,7900,DET@WSH,DET,WSH,,,,,,P
90623-163670,P,Cody,Cody Morris,Morris,18.375,8,7900,CLE@NYM,CLE,NYM,IL,Lat,,,,P
90623-154714,P,Tylor,Tylor Megill,Megill,24.666666666666668,9,7800,CLE@NYM,NYM,CLE,,,,,,P
90623-13664,P,Patrick,Patrick Corbin,Corbin,22,9,7800,DET@WSH,WSH,DET,,,,Yes,,P
90623-79228,P,Cal,Cal Quantrill,Quantrill,22.555555555555557,9,7800,CLE@NYM,CLE,NYM,,,,,,P
90623-165508,P,Graham,Graham Ashcraft,Ashcraft,23,9,7800,NYY@CIN,CIN,NYY,,,,,,P
90623-163693,P,Adam,Adam Oller,Oller,4.222222222222222,9,7800,OAK@HOU,OAK,HOU,,,,,,P
90623-101838,P,JT,JT Brubaker,Brubaker,24.928571428571427,28,7700,ARI@PIT,PIT,ARI,IL,Elbow,,,,P
90623-82621,P,Clarke,Clarke Schmidt,Schmidt,22.3,11,7700,NYY@CIN,NYY,CIN,,,,,,P
90623-165636,P,Hayden,Hayden Wesneski,Wesneski,20,9,7700,CHC@PHI,CHC,PHI,,,,,,P
90623-165642,P,Mason,Mason Miller,Miller,28.5,4,7700,OAK@HOU,OAK,HOU,IL,Elbow,,,,P
90623-119426,P,Johan,Johan Oviedo,Oviedo,25.77777777777778,9,7600,ARI@PIT,PIT,ARI,,,,,,P
90623-52165,P,Sean,Sean Manaea,Manaea,13.333333333333334,10,7600,MIA@SF,SF,MIA,,,,,,P
90623-79133,P,Matt,Matt Manning,Manning,22,3,7500,DET@WSH,DET,WSH,IL,Foot,,,,P
90623-135221,P,Cade,Cade Cavalli,Cavalli,10,1,7400,DET@WSH,WSH,DET,IL,Elbow,,,,P
90623-6266,P,Carlos,Carlos Carrasco,Carrasco,8.75,5,7400,CLE@NYM,NYM,CLE,,,,,,P
90623-119299,P,Drey,Drey Jameson,Jameson,15,6,7400,ARI@PIT,ARI,PIT,,,,,,P
90623-163685,P,JP,JP Sears,Sears,24.125,8,7400,OAK@HOU,OAK,HOU,,,,Yes,,P
90623-145625,P,Bailey,Bailey Falter,Falter,18,8,7300,CHC@PHI,PHI,CHC,,,,,,P
90623-79172,P,Luis,Luis Ortiz,Ortiz,6.375,8,7300,CHC@PHI,PHI,CHC,,,,,,P
90623-161465,P,Ryan,Ryan Feltner,Feltner,19,8,7300,COL@TEX,COL,TEX,IL,Head,,,,P
90623-68561,P,Luke,Luke Weaver,Weaver,22.4,5,7300,NYY@CIN,CIN,NYY,,,,Yes,,P
90623-64488,P,Colin,Colin Rea,Rea,16.428571428571427,7,7300,MIL@TB,MIL,TB,,,,,,P
90623-53398,P,Kyle,Kyle Hendricks,Hendricks,22.25,16,7200,CHC@PHI,CHC,PHI,IL,Shoulder,,,,P
90623-79161,P,Braxton,Braxton Garrett,Garrett,19.75,9,7200,MIA@SF,MIA,SF,,,,Yes,,P
90623-68517,P,Antonio,Antonio Senzatela,Senzatela,11.5,2,7200,COL@TEX,COL,TEX,IL,Elbow,,,,P
90623-11327,P,Matt,Matt Bush,Bush,2.888888888888889,10,7100,MIL@TB,MIL,TB,IL,Shoulder,,,,P
90623-135245,P,Tommy,Tommy Henry,Henry,17.8,5,7100,ARI@PIT,ARI,PIT,,,,,,P
90623-73880,P,German,German Marquez,Marquez,23.5,4,7100,COL@TEX,COL,TEX,IL,Elbow,,,,P
90623-68483,P,Trevor,Trevor Williams,Williams,20,10,7100,DET@WSH,WSH,DET,,,,,,P
90623-102484,P,Brandon,Brandon Bielak,Bielak,25.25,4,7000,OAK@HOU,HOU,OAK,,,,,,P
90623-38028,P,Alex,Alex Wood,Wood,16,6,7000,MIA@SF,SF,MIA,,,,,,P
90623-83098,P,Austin,Austin Gomber,Gomber,17.22222222222222,9,7000,COL@TEX,COL,TEX,,,,,,P
90623-82573,P,Alex,Alex Faedo,Faedo,22.5,2,7000,DET@WSH,DET,WSH,,,,Yes,,P
90623-17116,P,Jake,Jake Odorizzi,Odorizzi,21.130434782608695,23,7000,COL@TEX,TEX,COL,IL,Shoulder,,,,P
90623-117232,P,Michael,Michael King,King,8.928571428571429,15,6900,NYY@CIN,NYY,CIN,,,,,,P
90623-82630,P,Shane,Shane Baz,Baz,23.333333333333332,6,6900,MIL@TB,TB,MIL,IL,Elbow,,,,P
90623-82810,P,Elieser,Elieser Hernandez,Hernandez,12.85,20,6900,CLE@NYM,NYM,CLE,IL,Shoulder,,,,P
90623-80859,P,Paul,Paul Blackburn,Blackburn,24.09090909090909,22,6900,OAK@HOU,OAK,HOU,IL,Finger,,,,P
90623-66766,P,Adrian,Adrian Houser,Houser,22,3,6800,MIL@TB,MIL,TB,,,,,,P
90623-79103,P,Dane,Dane Dunning,Dunning,17.454545454545453,11,6800,COL@TEX,TEX,COL,,,,,,P
90623-79147,P,Jakob,Jakob Junis,Junis,10.909090909090908,12,6800,MIA@SF,SF,MIA,,,,,,P
90623-16961,P,Jameson,Jameson Taillon,Taillon,16.166666666666668,7,6800,CHC@PHI,CHC,PHI,,,,Yes,,P
90623-82539,P,Jalen,Jalen Beeks,Beeks,5.647058823529412,18,6800,MIL@TB,TB,MIL,,,,,,P
90623-164497,P,Ryne,Ryne Nelson,Nelson,18.22222222222222,9,6800,ARI@PIT,ARI,PIT,,,,,,P
90623-10978,P,Stephen,Stephen Strasburg,Strasburg,8,1,6800,DET@WSH,WSH,DET,IL,Ribs,,,,P
90623-163675,P,Noah,Noah Davis,Davis,15.666666666666666,3,6800,COL@TEX,COL,TEX,IL,Elbow,,,,P
90623-68536,P,James,James Kaprielian,Kaprielian,10,7,6800,OAK@HOU,OAK,HOU,,,,,,P
90623-118195,P,Tejay,Tejay Antone,Antone,,,6700,NYY@CIN,CIN,NYY,IL,Elbow,,,,P
90623-65988,P,Zach,Zach Davies,Davies,15.5,2,6700,ARI@PIT,ARI,PIT,IL,Oblique,,,,P
90623-102297,P,Keegan,Keegan Thompson,Thompson,6.714285714285714,15,6700,CHC@PHI,CHC,PHI,,,,,,P
90623-82840,P,Yonny,Yonny Chirinos,Chirinos,15,7,6600,MIL@TB,TB,MIL,,,,,,P
90623-70649,P,Adrian,Adrian Sampson,Sampson,22.666666666666668,21,6600,CHC@PHI,CHC,PHI,IL,Knee,,,,P
90623-104584,P,Zach,Zach Plesac,Plesac,12.4,5,6500,CLE@NYM,CLE,NYM,,,,,,P
90623-135343,P,Max,Max Meyer,Meyer,10.5,2,6500,MIA@SF,MIA,SF,IL,Elbow,,,,P
90623-161167,P,Glenn,Glenn Otto,Otto,21.925925925925927,27,6500,COL@TEX,TEX,COL,IL,Lat,,,,P
90623-181660,P,Jhony,Jhony Brito,Brito,15.11111111111111,10,6500,NYY@CIN,NYY,CIN,,,,,,P
90623-118225,P,Cristopher,Cristopher Sanchez,Sanchez,19,1,6500,CHC@PHI,PHI,CHC,,,,,,P
90623-175698,P,Hunter,Hunter Gaddis,Gaddis,11.4,5,6400,CLE@NYM,CLE,NYM,,,,,,P
90623-102287,P,Kyle,Kyle Muller,Muller,12.666666666666666,9,6400,OAK@HOU,OAK,HOU,,,,,,P
90623-178415,P,Javier,Javier Assad,Assad,10.6,6,6300,CHC@PHI,CHC,PHI,,,,,,P
90623-159099,P,Connor,Connor Overton,Overton,6,3,6300,NYY@CIN,CIN,NYY,IL,Elbow,,,,P
90623-118206,P,Luis,Luis Gil,Gil,15,1,6300,NYY@CIN,NYY,CIN,IL,Elbow,,,,P
90623-165634,P,Ken,Ken Waldichuk,Waldichuk,17.77777777777778,9,6300,OAK@HOU,OAK,HOU,,,,,,P
90623-79079,P,Joey,Joey Wentz,Wentz,16,9,6200,DET@WSH,DET,WSH,,,,,,P
90623-179725,P,Luis,Luis Ortiz,Ortiz,10.5,2,6200,ARI@PIT,PIT,ARI,,,,,,P
90623-169636,P,Beau,Beau Brieske,Brieske,22.333333333333332,15,6200,DET@WSH,DET,WSH,IL,Elbow,,,,P
90623-163514,P,Adrian,Adrian Martinez,Martinez,9,8,6200,OAK@HOU,OAK,HOU,,,,,,P
90623-163692,P,Jose,Jose Butto,Butto,13,3,6200,CLE@NYM,NYM,CLE,,,,,,P
90623-68518,P,Spencer,Spencer Turnbull,Turnbull,13.714285714285714,8,6200,DET@WSH,DET,WSH,IL,Neck,,,,P
90623-102375,P,Luis,Luis Medina,Medina,21.666666666666668,3,6200,OAK@HOU,OAK,HOU,,,,,,P
90623-102543,P,Connor,Connor Seabold,Seabold,10.2,10,6100,COL@TEX,COL,TEX,,,,,,P
90623-104672,P,Devin,Devin Smeltzer,Smeltzer,6.833333333333333,6,6100,MIA@SF,MIA,SF,,,,,,P
90623-82534,P,Bryse,Bryse Wilson,Wilson,9.666666666666666,13,6100,MIL@TB,MIL,TB,,,,,,P
90623-161450,P,Janson,Janson Junk,Junk,8,1,6100,MIL@TB,MIL,TB,,,,,,P
90623-178306,P,Bryan,Bryan Hoeing,Hoeing,9.666666666666666,6,6000,MIA@SF,MIA,SF,,,,,,P
90623-60646,P,Ben,Ben Lively,Lively,20,3,6000,NYY@CIN,CIN,NYY,,,,,,P
90623-182597,P,Shintaro,Shintaro Fujinami,Fujinami,4.153846153846154,13,6000,OAK@HOU,OAK,HOU,,,,,,P
90623-185701,P,Brandon,Brandon Pfaadt,Pfaadt,11.666666666666666,3,6000,ARI@PIT,ARI,PIT,,,,Yes,,P
90623-177584,P,Xzavion,Xzavion Curry,Curry,10.3,10,6000,CLE@NYM,CLE,NYM,,,,,,P
90623-82631,P,Taylor,Taylor Hearn,Hearn,4.5,4,6000,COL@TEX,TEX,COL,,,,,,P
90623-68484,P,Chad,Chad Kuhl,Kuhl,10.2,6,6000,DET@WSH,WSH,DET,IL,Foot,,,,P
90623-135191,P,Josh,Josh Fleming,Fleming,13.555555555555555,10,5900,MIL@TB,TB,MIL,,,,,,P
90623-79123,P,Tyler,Tyler Alexander,Alexander,5.923076923076923,14,5900,DET@WSH,DET,WSH,,,,,,P
90623-79270,P,Cole,Cole Ragans,Ragans,7.454545454545454,11,5900,COL@TEX,TEX,COL,,,,,,P
90623-38161,P,Chase,Chase Anderson,Anderson,15,3,5800,COL@TEX,COL,TEX,,,,,,P
90623-53608,P,Jose,Jose Urena,Urena,4.4,5,5800,DET@WSH,WSH,DET,,,,,,P
90623-119336,P,Karl,Karl Kauffmann,Kauffmann,13,1,5800,COL@TEX,COL,TEX,,,,,,P
90623-102455,P,Cory,Cory Abbott,Abbott,7.5,2,5700,DET@WSH,WSH,DET,,,,,,P
90623-55374,P,Drew,Drew Rucinski,Rucinski,4.5,4,5700,OAK@HOU,OAK,HOU,,,,,,P
90623-6311,P,Madison,Madison Bumgarner,Bumgarner,5.75,4,5700,ARI@PIT,ARI,PIT,,,,,,P
90623-38146,P,Sean,Sean Nolin,Nolin,-3,1,5700,MIA@SF,MIA,SF,,,,,,P
90623-38311,P,Ross,Ross Stripling,Stripling,10.777777777777779,10,5700,MIA@SF,SF,MIA,IL,Back,,,,P
90623-164530,P,Caleb,Caleb Kilian,Kilian,1,1,5700,CHC@PHI,CHC,PHI,,,,,,P
90623-68653,P,Luis,Luis Cessa,Cessa,5.571428571428571,7,5600,NYY@CIN,CIN,NYY,,,,,,P
90623-102505,P,Edwin,Edwin Uceta,Uceta,18,1,5600,CLE@NYM,NYM,CLE,IL,Ankle,,,,P
90623-118216,P,Tyson,Tyson Miller,Miller,5.666666666666667,3,5600,MIL@TB,MIL,TB,,,,,,P
90623-80433,P,Dinelson,Dinelson Lamet,Lamet,2.6666666666666665,12,5600,COL@TEX,COL,TEX,IL,Back,,,,P
90623-82546,P,Adbert,Adbert Alzolay,Alzolay,7.176470588235294,18,5600,CHC@PHI,CHC,PHI,,,,,,P
90623-163663,P,Calvin,Calvin Faucher,Faucher,5.625,9,5600,MIL@TB,TB,MIL,,,,,,P
90623-68528,P,Chase,Chase De Jong,De Jong,2,5,5600,ARI@PIT,PIT,ARI,,,,,,P
90623-102405,P,Sean,Sean Hjelle,Hjelle,4.9,10,5500,MIA@SF,SF,MIA,,,,,,P
90623-81926,P,Andres,Andres Machado,Machado,5.111111111111111,9,5500,DET@WSH,WSH,DET,,,,,,P
90623-178184,P,Kevin,Kevin Herget,Herget,8.857142857142858,7,5500,NYY@CIN,CIN,NYY,,,,,,P
90623-79882,P,Austin,Austin Pruitt,Pruitt,5.625,8,5500,OAK@HOU,OAK,HOU,,,,,,P
90623-135192,P,Ryan,Ryan Thompson,Thompson,2.8,16,5500,MIL@TB,TB,MIL,,,,,,P
90623-82974,P,Tanner,Tanner Rainey,Rainey,5.896551724137931,29,5500,DET@WSH,WSH,DET,IL,Elbow,,,,P
90623-161827,P,Seth,Seth Martinez,Martinez,5.933333333333334,15,5500,OAK@HOU,HOU,OAK,,,,,,P
90623-102442,P,Freddy,Freddy Tarnok,Tarnok,5,1,5500,OAK@HOU,OAK,HOU,IL,Shoulder,,,,P
90623-82986,P,Colten,Colten Brewer,Brewer,8.333333333333334,3,5500,NYY@CIN,NYY,CIN,,,,,,P
90623-102446,P,Tristan,Tristan Beck,Beck,8.714285714285714,7,5500,MIA@SF,SF,MIA,,,,,,P
90623-82998,P,Lou,Lou Trivino,Trivino,4.794117647058823,69,5500,NYY@CIN,NYY,CIN,IL,Elbow,,,,P
90623-172092,P,Garrett,Garrett Hill,Hill,3.6,6,5500,DET@WSH,DET,WSH,,,,,,P
90623-79936,P,Mark,Mark Leiter Jr.,Leiter Jr.,7.333333333333333,19,5500,CHC@PHI,CHC,PHI,,,,,,P
90623-154688,P,Jake,Jake Cousins,Cousins,6.5,4,5500,MIL@TB,MIL,TB,,,,,,P
90623-169030,P,Zach,Zach Jackson,Jackson,6.315789473684211,19,5500,OAK@HOU,OAK,HOU,IL,Elbow,,,,P
90623-11333,P,Craig,Craig Kimbrel,Kimbrel,6,18,5500,CHC@PHI,PHI,CHC,,,,,,P
90623-135236,P,Max,Max Kranick,Kranick,13.5,2,5500,ARI@PIT,PIT,ARI,IL,Elbow,,,,P
90623-135237,P,Nick,Nick Mears,Mears,9,4,5500,COL@TEX,COL,TEX,IL,Oblique,,,,P
90623-102470,P,Rico,Rico Garcia,Garcia,-1,3,5500,OAK@HOU,OAK,HOU,,,,,,P
90623-179275,P,Fernando,Fernando Cruz,Cruz,7.7,10,5500,NYY@CIN,CIN,NYY,IL,Shoulder,,,,P
90623-102474,P,Eli,Eli Morgan,Morgan,7.4,15,5500,CLE@NYM,CLE,NYM,,,,,,P
90623-135250,P,Daniel,Daniel Castano,Castano,0,1,5500,MIA@SF,MIA,SF,IL,Undisclosed,,,,P
90623-135252,P,Johan,Johan Quezada,Quezada,-7,1,5500,MIA@SF,MIA,SF,,,,,,P
90623-135256,P,Connor,Connor Brogdon,Brogdon,5.9,20,5500,CHC@PHI,PHI,CHC,,,,,,P
90623-135262,P,Anthony,Anthony Misiewicz,Misiewicz,4.714285714285714,7,5500,ARI@PIT,ARI,PIT,,,,,,P
90623-82018,P,Victor,Victor Arano,Arano,4.674418604651163,43,5500,DET@WSH,WSH,DET,IL,Shoulder,,,,P
90623-116839,P,David,David Bednar,Bednar,7.5,16,5500,ARI@PIT,PIT,ARI,,,,,,P
90623-73835,P,Ty,Ty Blach,Blach,2.5,6,5500,COL@TEX,COL,TEX,,,,,,P
90623-135279,P,Codi,Codi Heuer,Heuer,,,5500,CHC@PHI,CHC,PHI,IL,Elbow,,,,P
90623-116847,P,Cole,Cole Sulser,Sulser,5.333333333333333,3,5500,ARI@PIT,ARI,PIT,IL,Shoulder,,,,P
90623-161906,P,Dauri,Dauri Moreta,Moreta,8.117647058823529,17,5500,ARI@PIT,PIT,ARI,,,,,,P
90623-38001,P,Matt,Matt Barnes,Barnes,4.631578947368421,20,5500,MIA@SF,MIA,SF,,,,,,P
90623-85108,P,Enyel,Enyel De Los Santos,De Los Santos,5.352941176470588,17,5500,CLE@NYM,CLE,NYM,,,,,,P
90623-102523,P,Deivi,Deivi Garcia,Garcia,12,1,5500,NYY@CIN,NYY,CIN,,,,,,P
90623-102530,P,Spencer,Spencer Howard,Howard,12.8,10,5500,COL@TEX,TEX,COL,IL,Lat,,,,P
90623-135303,P,Jordan,Jordan Weems,Weems,8,2,5500,DET@WSH,WSH,DET,,,,,,P
90623-179339,P,Bryce,Bryce Montes de Oca,Montes de Oca,5.333333333333333,3,5500,CLE@NYM,NYM,CLE,IL,Elbow,,,,P
90623-102536,P,Nick,Nick Nelson,Nelson,6.729166666666667,48,5500,CHC@PHI,PHI,CHC,DTD,Hamstring,,,,P
90623-73866,P,Wandy,Wandy Peralta,Peralta,5.238095238095238,21,5500,NYY@CIN,NYY,CIN,,,,,,P
90623-73869,P,Joe,Joe Mantiply,Mantiply,5.875,8,5500,ARI@PIT,ARI,PIT,IL,Hamstring,,,,P
90623-135312,P,Kyle,Kyle Nelson,Nelson,6,20,5500,ARI@PIT,ARI,PIT,,,,,,P
90623-135313,P,Nick,Nick Sandlin,Sandlin,5.625,16,5500,CLE@NYM,CLE,NYM,,,,,,P
90623-21653,P,Hector,Hector Neris,Neris,6.842105263157895,19,5500,OAK@HOU,HOU,OAK,,,,,,P
90623-38041,P,Ryan,Ryan Pressly,Pressly,4.315789473684211,19,5500,OAK@HOU,HOU,OAK,,,,,,P
90623-81052,P,Andrew,Andrew Kittredge,Kittredge,5.823529411764706,17,5500,MIL@TB,TB,MIL,IL,Elbow,,,,P
90623-184482,P,Hobie,Hobie Harris,Harris,3.2666666666666666,16,5500,DET@WSH,WSH,DET,,,,,,P
90623-102560,P,Camilo,Camilo Doval,Doval,6.7,21,5500,MIA@SF,SF,MIA,,,,,,P
90623-80034,P,Jose,Jose Alvarado,Alvarado,8,14,5500,CHC@PHI,PHI,CHC,IL,Elbow,,,,P
90623-102565,P,Mason,Mason Englert,Englert,6.428571428571429,14,5500,DET@WSH,DET,WSH,,,,,,P
90623-12453,P,Fernando,Fernando Abad,Abad,2.5,2,5500,COL@TEX,COL,TEX,,,,,,P
90623-154794,P,Joe,Joe Barlow,Barlow,2,2,5500,COL@TEX,TEX,COL,,,,,,P
90623-140459,P,John,John King,King,3,2,5500,COL@TEX,TEX,COL,,,,,,P
